SATIS_NO;LEAD_ID;MUSTERI_ID;BAYI_KODU;ARAC_KODU;DANISMAN_ID;SATIS_TARIHI;TESLIMAT_TARIHI;NET_FIYAT;ODEME_TIPI;TAKAS_DEGERI;SASE_NO
S001886;L0010142;C002802;D013;V004;A0132;17.05.2025;21.05.2025;5100000;financing;;WBAV0CUD543G3ZL86
S000814;L0004281;C005430;D001;V026;A0011;08.11.2025;26.11.2025;2800000;financing;;WBALA7ETBF7ZH45S5
S001431;L0007741;C000786;D001;V025;A0014;27.07.2026;28.08.2026;2888000;financing;;WBATSSYS20R6LHX6T
S000779;L0004104;C004931;D001;V025;A0012;22.12.2025;25.01.2026;2842000;cash;;WBA992KGNGYZWMDH6
S001321;L0007120;C004209;D006;V018;A0063;18.08.2025;27.09.2025;4597000;financing;;WBAD896H5NYEEYFJB
S001866;L0010010;C000211;D003;V028;A0033;31.10.2025;06.12.2025;3780000;bank_transfer;;WBADP0ZFYFN5LKUHT
S002649;L0014404;C003246;D003;V018;A0033;02.02.2026;28.02.2026;4587000;financing;;WBAH63F1YC5C5N1X9
S001053;L0005529;C005342;D012;V024;A0123;23.02.2026;23.03.2026;2560000;bank_transfer;540000;WBAEMBDN7SY2HZF4L
S000120;L0000688;C000352;D002;V016;A0024;10.01.2025;03.02.2025;5225000;financing;;WBA4W1FJ2APZ3YCEZ
S001014;L0005385;C005234;D004;V024;A0044;19.01.2026;31.01.2026;2566000;financing;;WBAR3GZFD57KWBNPA
S001402;L0007590;C005958;D005;V003;A0051;17.03.2026;02.04.2026;4521000;financing;;WBAGTYH1V5RY3390A
S002478;L0013417;C005478;D013;V025;A0132;17.03.2026;28.03.2026;2836000;cash;1380000;WBACDC2HVPTC9NULE
S002300;L0012447;C002817;D004;V016;A0041;04.03.2026;16.03.2026;5133000;financing;;WBAUB5BUVUJ7PN6YS
S001099;L0005750;C005658;D010;V011;A0104;12.06.2025;11.07.2025;5917000;bank_transfer;1070000;WBAXM5SMJ3RZ3ZLAM
S000127;L0000732;C004026;D010;V028;A0102;02.04.2025;13.05.2025;3960000;cash;;WBAB40RY4RFYMGTXX
S000888;L0004616;C001401;D002;V025;A0023;21.02.2025;20.03.2025;2950000;bank_transfer;730000;WBAPFK652PKLWC8RB
S002363;L0012802;C002537;D006;V032;A0064;11.04.2026;07.05.2026;6135000;financing;;WBA2HD5XLF9EMTZPV
S001348;L0007263;C004482;D009;V017;A0091;28.07.2025;04.08.2025;3861000;financing;1630000;WBA27KWG3N670CUYR
S001008;L0005332;C001663;D006;V024;A0062;15.11.2025;13.12.2025;2650000;cash;;WBAFNW1KHKWYAMLMU
S000356;L0002007;C003886;D002;V010;A0023;03.04.2025;16.04.2025;4397000;financing;;WBARYLGEXMWZUUV2M
S001004;L0005302;C003788;D001;V008;A0012;03.02.2025;05.03.2025;4149000;financing;;WBAHDW4DYMZBY0N3J
S001484;L0008051;C001769;D002;V016;A0024;10.03.2026;19.04.2026;5168000;bank_transfer;;WBA1RAD1G8KX4FMKY
S000683;L0003707;C004812;D001;V029;A0014;07.02.2025;13.02.2025;3197000;financing;;WBARCVL054GAT5TAC
S000828;L0004358;C005902;D004;V033;A0042;23.04.2025;30.04.2025;5044000;bank_transfer;;WBA24W11WH5U447A0
S001745;L0009383;C001593;D007;V022;A0071;15.08.2025;12.09.2025;9063000;cash;3140000;WBA5R2DC3HSLH2LGN
S001809;L0009655;C003163;D001;V017;A0013;14.05.2025;23.05.2025;3780000;financing;;WBANADS655CWB9SS2
S002239;L0012113;C001725;D010;V019;A0103;27.07.2026;22.08.2026;4393000;bank_transfer;;WBAAG9TXP2YKG0MJA
S000985;L0005192;C005290;D006;V026;A0064;07.02.2026;14.03.2026;2810000;cash;;WBAMCFP98CYGRW5DR
S001234;L0006578;C005904;D001;V027;A0014;02.10.2025;18.10.2025;3541000;financing;;WBAMAN5UNX6J52XFL
S002354;L0012728;C001437;D001;V019;A0014;24.04.2026;20.05.2026;4429000;financing;;WBA7DXY671Y0E5U1J
S001821;L0009708;C002304;D004;V015;A0043;12.05.2026;13.06.2026;16584000;bank_transfer;;WBAF4WPL8YC21RWX6
S000141;L0000803;C003905;D006;V024;A0063;07.08.2026;25.08.2026;2439000;financing;;WBAXN2AEJFU5JXJLW
S000218;L0001209;C003714;D006;V001;A0062;15.06.2026;18.06.2026;3401000;cash;;WBA0EXUANKA34JPMK
S002273;L0012300;C004145;D003;V028;A0031;10.06.2026;30.06.2026;3869000;bank_transfer;;WBANGUP0DTNX4AGX8
S002033;L0010942;C004841;D006;V008;A0061;29.09.2025;13.10.2025;4069000;financing;;WBAU69YZMJJSSDRJP
S002459;L0013307;C003829;D006;V011;A0064;18.08.2025;13.09.2025;6011000;cash;1590000;WBAETBMN7S4KPH5XZ
S000346;L0001956;C005276;D013;V009;A0134;26.08.2026;13.09.2026;4646000;bank_transfer;;WBA0LCAKJN5NKGF23
S002666;L0014499;C000330;D002;V010;A0024;23.05.2025;09.06.2025;4264000;financing;;WBA9DJVC8G8ZTRA1R
S000023;L0000114;C005376;D006;V032;A0061;10.09.2025;19.10.2025;6045000;bank_transfer;;WBAYWA6E753GSSDNX
S000712;L0003822;C005036;D004;V027;A0043;18.06.2026;25.06.2026;3493000;cash;;WBAMLLNZ1GG0ZD7EY
S001158;L0006060;C000146;D004;V037;A0041;16.04.2026;22.04.2026;15898000;bank_transfer;;WBARKSTFL3NAUD7BX
S001801;L0009621;C002121;D001;V019;A0011;29.12.2025;16.01.2026;4240000;financing;;WBA1YXW0K2P7H1HY9
S000872;L0004553;C002273;D003;V035;A0034;01.01.2025;05.01.2025;7351000;cash;;WBA8YUME7H8LGHC5L
S001793;L0009587;C002530;D004;V032;A0044;09.01.2026;03.02.2026;5941000;financing;;WBASZ8NTR25L7HXU2
S000011;L0000040;C000664;D011;V026;A0112;30.05.2026;18.06.2026;2670000;financing;;WBA0K4JD87DB6SS2W
S002226;L0012038;C002276;D003;V024;A0032;25.11.2025;04.01.2026;2543000;financing;;WBA6WX4RLHEJ94GTL
S002411;L0013070;C002485;D013;V014;A0133;05.07.2025;08.07.2025;11971000;financing;;WBAMC5NENT35X56YC
S002609;L0014130;C002061;D013;V026;A0131;16.08.2025;17.09.2025;2612000;bank_transfer;;WBAH1CX62W7NB7U0K
S000794;L0004178;C001676;D006;V003;A0063;05.02.2026;03.03.2026;4442000;bank_transfer;;WBATS1RS6BJKANV3F
S001316;L0007100;C002103;D004;V026;A0044;03.03.2026;01.04.2026;2642000;cash;;WBA406PM2SS982T6Y
S000755;L0004002;C001547;D002;V027;A0023;29.01.2026;16.02.2026;3355000;cash;;WBA0P765VFEBW40KU
S000627;L0003336;C004274;D003;V017;A0032;31.07.2025;06.08.2025;3953000;bank_transfer;;WBAXC0AZR79VXHUDV
S000095;L0000526;C004052;D003;V004;A0031;01.12.2025;11.01.2026;4809000;financing;;WBA6UGX2NSW5EJBKR
S001796;L0009602;C006042;D010;V016;A0103;17.06.2026;08.07.2026;5057000;financing;;WBAKY97XYB3V0Y830
S000130;L0000742;C002889;D002;V004;A0023;19.02.2025;22.03.2025;4980000;cash;1580000;WBAD3HAWY66LECFDM
S001709;L0009237;C005256;D009;V017;A0091;07.07.2026;01.08.2026;4002000;bank_transfer;;WBAHWYCVBZR29MAX6
S000844;L0004427;C001953;D001;V009;A0011;02.04.2026;25.04.2026;4695000;cash;;WBACVV3K0MW3S581K
S000324;L0001856;C004097;D006;V017;A0061;17.08.2026;23.09.2026;3720000;financing;;WBAX6D9YHNEMKLGHG
S002396;L0013000;C005496;D008;V027;A0081;29.09.2025;06.11.2025;3491000;financing;;WBAJS5A0GES1V22SG
S001777;L0009508;C004474;D003;V024;A0034;25.08.2026;30.09.2026;2436000;financing;;WBASA2VBZZ3712GHM
S001285;L0006893;C000956;D003;V034;A0034;05.09.2025;27.09.2025;5797000;financing;;WBAGK9SR5NJH5YDLR
S001672;L0009090;C001868;D001;V017;A0014;23.02.2026;21.03.2026;3815000;financing;1700000;WBAEURBGG53MEUGGN
S002680;L0014563;C005429;D009;V034;A0093;28.07.2026;27.08.2026;5882000;bank_transfer;;WBAJMMDXPU2P9Z3XV
S000015;L0000066;C001121;D012;V016;A0121;05.05.2026;28.05.2026;5166000;financing;2510000;WBA3JV6L6NELUS681
S002085;L0011262;C005443;D004;V029;A0044;30.05.2025;05.07.2025;3167000;bank_transfer;;WBA8Y2KFVDCBL72GK
S000948;L0005003;C003595;D002;V032;A0023;12.06.2026;12.07.2026;6082000;bank_transfer;;WBAZKARB6J9MD1X14
S000216;L0001202;C004926;D006;V028;A0062;10.12.2025;04.01.2026;3905000;financing;;WBALP4R1L9L21GWE7
S002220;L0012020;C002873;D008;V018;A0081;10.08.2026;18.08.2026;4542000;financing;;WBA3NFFT3M8A267PN
S002207;L0011950;C000665;D003;V028;A0034;08.01.2025;01.02.2025;4000000;bank_transfer;;WBACRV6KW6JJP1SNJ
S001183;L0006204;C000248;D005;V016;A0052;04.06.2026;05.07.2026;5011000;cash;;WBAVZS6SVNDV7Y729
S002027;L0010918;C005405;D008;V013;A0081;11.08.2025;17.08.2025;10409000;financing;1880000;WBAGXLYBFCD3GNFC1
S002493;L0013483;C005769;D003;V033;A0032;01.04.2026;12.05.2026;5050000;cash;1150000;WBAC1W2F1SM8KPY31
S000865;L0004534;C000540;D003;V026;A0032;15.01.2026;07.02.2026;2841000;financing;;WBA4SJ2CLMHR81TBA
S001659;L0009021;C003038;D005;V024;A0052;31.07.2025;31.08.2025;2519000;financing;;WBAVUHEG8A7VPUERA
S000517;L0002764;C002609;D008;V024;A0083;08.06.2026;12.06.2026;2463000;bank_transfer;;WBAW57YPL2HW0NV2Y
S001546;L0008358;C000111;D006;V001;A0063;05.01.2026;26.01.2026;3193000;financing;;WBACD5G0SYYGVR12T
S000598;L0003129;C004451;D011;V028;A0112;21.05.2026;14.06.2026;3834000;financing;;WBAND8WH6FKSYYXFM
S000196;L0001087;C002087;D009;V024;A0092;13.11.2025;16.11.2025;2511000;cash;;WBAZ8AVAPM9DBE0A9
S001278;L0006819;C003551;D005;V027;A0053;18.06.2025;22.06.2025;3526000;financing;;WBA2AX82L8N0N6BAV
S000289;L0001601;C005700;D007;V018;A0071;25.08.2025;18.09.2025;4136000;bank_transfer;;WBA9AR91PL12VVZYT
S000951;L0005023;C003275;D003;V001;A0033;26.05.2025;10.06.2025;3283000;cash;;WBAXM23TT16V2SGAX
S002603;L0014102;C001086;D006;V032;A0062;04.04.2025;30.04.2025;5817000;financing;;WBAG9NLUWZVLV5B2Z
S002360;L0012785;C004771;D007;V025;A0071;16.09.2024;24.09.2024;2860000;cash;;WBAFWZ6ZK4VLCTDCG
S002637;L0014327;C001213;D001;V002;A0012;05.04.2025;14.05.2025;3900000;financing;;WBAWLHJ94GC1C8JBD
S001121;L0005865;C004926;D006;V030;A0064;10.11.2025;29.11.2025;11309000;cash;;WBATHAHMF6WWW8U5E
S002330;L0012594;C001285;D002;V021;A0022;22.08.2026;04.10.2026;6984000;financing;;WBA5E2CGSFGKACAAE
S000550;L0002927;C005299;D008;V017;A0081;21.11.2024;21.12.2024;4074000;financing;;WBAA4NVUGP6969PUD
S000157;L0000882;C002516;D003;V024;A0034;17.06.2026;26.06.2026;2543000;cash;540000;WBAWXVE9A0JE5538M
S000420;L0002345;C001772;D009;V028;A0093;30.03.2026;12.04.2026;3779000;financing;;WBAB2WYMVW0A43PR3
S000923;L0004821;C003141;D010;V016;A0103;02.04.2026;10.05.2026;5044000;financing;2040000;WBAJKX0TFF12GLPU6
S002014;L0010839;C004380;D005;V009;A0051;15.05.2026;27.06.2026;4706000;financing;;WBA121TARUWWZR0EZ
S000478;L0002615;C001031;D008;V011;A0084;23.05.2026;30.06.2026;6226000;financing;;WBAJM82HJX95M008N
S001973;L0010665;C000460;D002;V001;A0022;14.03.2026;08.04.2026;3294000;cash;;WBAUE57A0MUC8E36V
S001693;L0009178;C003589;D003;V013;A0034;19.11.2024;10.12.2024;10361000;financing;;WBA9RW1Z8FP2GG42R
S002036;L0010969;C000065;D002;V010;A0023;29.07.2026;28.08.2026;4383000;financing;;WBA6T2MXRPHVRFZFG
S002024;L0010892;C002904;D002;V033;A0022;09.06.2025;05.07.2025;5031000;bank_transfer;;WBAZ0YATCN373FRL9
S001524;L0008257;C004813;D006;V027;A0062;20.01.2026;29.01.2026;3567000;bank_transfer;810000;WBAMEK54JS815FEUX
S001472;L0007967;C004085;D004;V032;A0043;18.12.2025;22.12.2025;5824000;financing;1020000;WBAC4TXC89HRH23TG
S000554;L0002947;C004826;D002;V026;A0021;18.03.2025;23.04.2025;2644000;financing;;WBAMXA279FYRHF8TC
S001203;L0006352;C002590;D004;V028;A0043;01.06.2026;11.07.2026;3743000;cash;1360000;WBAFP9GXRU7JEH2KT
S000391;L0002176;C003405;D002;V002;A0022;21.10.2024;25.11.2024;3784000;cash;1270000;WBA96V0ZDR1LP3K9S
S000579;L0003038;C005870;D014;V002;A0144;28.09.2024;12.10.2024;3641000;financing;;WBAJZ4FV09LHTZAX7
S001670;L0009083;C003823;D004;V029;A0041;17.02.2026;30.03.2026;3021000;financing;940000;WBAWFY1ML7F16WUHM
S002563;L0013873;C001014;D004;V004;A0043;09.10.2025;02.11.2025;4641000;financing;;WBA4F4W3HZ2W8DT84
S002017;L0010852;C003714;D005;V008;A0054;01.12.2025;07.01.2026;4116000;cash;;WBA57EBSJSB6S8JWD
S002510;L0013587;C005817;D002;V005;A0023;16.02.2026;06.03.2026;6771000;cash;1080000;WBA0G0CSNS4ACC234
S001640;L0008905;C005167;D006;V010;A0061;08.09.2025;21.09.2025;4519000;financing;1270000;WBABH2U0F7D33C17W
S000821;L0004317;C002467;D011;V028;A0114;14.08.2025;21.09.2025;3774000;cash;;WBAMTDDBVPVWX8KWP
S002647;L0014395;C001044;D014;V011;A0142;06.12.2025;25.12.2025;6060000;financing;2630000;WBAGFXRLGT0PSFCXT
S001007;L0005322;C001547;D008;V025;A0081;25.10.2025;06.12.2025;2966000;financing;840000;WBAZ8LACK5AKAD9YS
S001249;L0006643;C005867;D004;V002;A0043;22.10.2025;20.11.2025;3780000;bank_transfer;;WBAB4KSNK4BNPK2E7
S002008;L0010819;C000467;D001;V017;A0014;17.08.2026;25.09.2026;3990000;financing;;WBAK5DEG44PUF2V31
S000665;L0003580;C002676;D002;V017;A0022;21.10.2024;24.10.2024;4100000;cash;;WBA8PLXDUH79GPW2N
S002656;L0014468;C002592;D001;V025;A0011;10.12.2025;24.12.2025;2906000;cash;810000;WBA16F31PELHKD9B2
S000143;L0000808;C002383;D002;V034;A0022;30.03.2026;06.04.2026;6078000;bank_transfer;2360000;WBA8VXE784U93Y5PE
S002413;L0013078;C000883;D010;V020;A0102;17.04.2026;25.05.2026;6398000;cash;;WBAWBMKYSEGK15W8S
S001047;L0005502;C003678;D013;V016;A0131;30.05.2025;21.06.2025;5095000;financing;;WBALF6W1XANBB9ST6
S000422;L0002363;C004445;D005;V032;A0052;08.09.2025;16.09.2025;5967000;cash;;WBA4TRL2H81J3ABL4
S001661;L0009034;C005297;D004;V028;A0044;02.10.2025;14.11.2025;3811000;bank_transfer;1380000;WBA7L10SYPS8HH2GM
S001715;L0009254;C002006;D001;V008;A0013;11.06.2026;27.06.2026;4135000;financing;2010000;WBA3Z1TSNNG50LP1A
S000800;L0004203;C003921;D001;V001;A0011;19.05.2026;26.05.2026;3317000;financing;;WBA7LZMCKKYT7R5EW
S002196;L0011896;C004315;D005;V029;A0052;12.08.2026;25.09.2026;3216000;cash;;WBASRD2BNDZRS6TY5
S000616;L0003269;C004583;D001;V013;A0012;11.12.2025;19.12.2025;10720000;cash;;WBA7HCRL7SMY2W0AR
S001319;L0007112;C000512;D001;V001;A0014;19.06.2026;23.07.2026;3145000;financing;;WBA8A5GLZCJ7FTCSK
S000296;L0001672;C001196;D007;V006;A0072;17.11.2025;05.12.2025;7510000;cash;;WBAHN59MAZR8E5VF5
S000402;L0002237;C003485;D014;V026;A0141;11.04.2026;24.05.2026;2656000;financing;;WBATH62E32USBYA0W
S000089;L0000496;C004772;D007;V021;A0074;28.11.2024;11.01.2025;6937000;cash;;WBA96GGXMF2F0WG05
S002583;L0013982;C004011;D003;V001;A0031;30.10.2025;13.11.2025;3258000;financing;;WBAM7F2A692Y46NEV
S001773;L0009484;C004660;D008;V022;A0081;15.11.2025;19.11.2025;9329000;financing;;WBAZ0N7438G80HZXG
S002722;L0014874;C000999;D004;V034;A0044;10.10.2024;10.11.2024;5570000;cash;2080000;WBAZWGK3WMZJCRGK4
S000132;L0000746;C002502;D007;V019;A0074;28.06.2025;13.07.2025;4409000;cash;870000;WBAY2MUG1F200SPF1
S001933;L0010383;C006130;D003;V027;A0031;02.03.2026;13.04.2026;3532000;cash;;WBAPGDXENVL3JXA3G
S001921;L0010318;C005283;D008;V003;A0081;27.11.2024;29.12.2024;4464000;financing;;WBA1JEW935FDBNP1P
S002047;L0011049;C002229;D003;V029;A0031;28.08.2025;21.09.2025;3165000;cash;510000;WBATB92MKWGHJV7VV
S001403;L0007594;C004055;D006;V003;A0064;28.10.2025;01.11.2025;4578000;financing;;WBA510GKEY42ZNFMJ
S002277;L0012329;C003381;D007;V028;A0074;14.03.2025;09.04.2025;3876000;bank_transfer;;WBA06PCJ3PT7388V2
S002402;L0013033;C002743;D003;V025;A0033;15.09.2025;23.09.2025;2946000;bank_transfer;;WBALEUX6DLG279Y4N
S001189;L0006245;C005540;D001;V028;A0013;20.08.2025;21.09.2025;3916000;cash;;WBAGGNAVG5TYE5VL2
S000725;L0003874;C002411;D008;V006;A0084;28.07.2025;24.08.2025;7340000;cash;;WBANM6YW9ARGH43P4
S001315;L0007099;C003091;D001;V001;A0011;15.12.2025;16.01.2026;3217000;cash;;WBALACF2YM9PCRWJ0
S002165;L0011760;C005947;D004;V019;A0042;28.10.2024;26.11.2024;4163000;financing;;WBAL2003FHKB5RBDL
S001852;L0009916;C000992;D002;V035;A0023;22.08.2025;01.09.2025;7590000;financing;;WBAWWP5SFZM8M5PDP
S000270;L0001499;C000850;D003;V029;A0031;05.11.2025;07.12.2025;3079000;cash;;WBAW7L8JW0ULU6949
S002114;L0011441;C004120;D009;V011;A0092;30.10.2025;17.11.2025;6107000;cash;;WBA65MKEW7Z2XK0SH
S002294;L0012431;C005474;D007;V018;A0071;14.02.2026;19.03.2026;4536000;cash;;WBAJJCZA0Z9GAD53M
S002269;L0012277;C000038;D002;V033;A0024;04.07.2026;08.08.2026;5124000;financing;1040000;WBAHX5KMR7TAL4571
S001373;L0007438;C005148;D007;V013;A0074;25.11.2025;17.12.2025;10701000;cash;3490000;WBASTYKZ3L1SNGNJ4
S001856;L0009948;C005370;D005;V028;A0052;30.06.2026;09.07.2026;3831000;bank_transfer;;WBAM4H8KRYX9Z1XHV
S002403;L0013034;C004851;D007;V029;A0074;31.03.2026;28.04.2026;3046000;financing;;WBATRL09YHL6VJMBK
S000918;L0004809;C002311;D002;V004;A0022;10.02.2026;05.03.2026;4769000;financing;;WBARSX6VW2BXSNYF6
S001981;L0010703;C002047;D005;V019;A0054;22.11.2025;26.12.2025;4070000;bank_transfer;;WBAY6VR5K38G2AR9S
S001320;L0007117;C002520;D013;V026;A0133;01.12.2025;09.12.2025;2733000;bank_transfer;;WBA4F6YCHXWS19BV6
S002373;L0012867;C001435;D014;V026;A0144;02.07.2025;01.08.2025;2752000;financing;;WBAJA7TS2MBD4CWHF
S002651;L0014412;C005771;D010;V024;A0103;17.02.2026;12.03.2026;2560000;financing;;WBADM7Y47ZD8VWWU1
S000588;L0003077;C002651;D006;V029;A0064;24.07.2025;07.08.2025;3248000;cash;;WBANW2WM2GJJGMXPG
S002554;L0013832;C001077;D010;V033;A0104;25.04.2026;05.05.2026;5206000;cash;2630000;WBAZPRR3DWL9544ZX
S002731;L0014965;C005770;D004;V017;A0044;21.01.2025;14.02.2025;4056000;cash;;WBAPA7RNJM4HRBPSH
S000376;L0002095;C001737;D002;V002;A0021;16.06.2025;25.07.2025;3900000;financing;1800000;WBA96YT80BM8RE5L9
S000334;L0001902;C005419;D004;V024;A0044;10.06.2026;23.07.2026;2640000;cash;;WBALBX6FJPKNRT8D7
S002119;L0011463;C004591;D006;V038;A0061;06.01.2025;10.01.2025;20585000;cash;;WBAYSWGB6HJJF54BD
S002601;L0014100;C003893;D007;V018;A0071;12.01.2026;23.01.2026;4510000;financing;;WBALLZEVZ9D4ZAL7P
S001605;L0008763;C000703;D009;V010;A0091;16.03.2026;16.04.2026;4472000;financing;;WBA24NV4LG9JZ16HX
S001841;L0009838;C000075;D001;V024;A0014;30.09.2025;13.11.2025;2449000;cash;1280000;WBA0T7XHEUCFRVFM3
S001119;L0005853;C001191;D002;V021;A0023;02.12.2025;12.01.2026;7169000;financing;;WBAZRUN6W4JEN70DE
S002088;L0011277;C003669;D002;V030;A0021;02.02.2026;19.02.2026;11059000;bank_transfer;;WBA4DHDWUAL4HC735
S001443;L0007812;C002934;D002;V028;A0022;06.07.2026;12.07.2026;3737000;cash;;WBAHGCCBWRF6Z1CWZ
S002025;L0010895;C005430;D004;V003;A0044;19.03.2025;13.04.2025;4166000;cash;;WBA4B7DNPV3JK70NT
S000911;L0004770;C001804;D004;V002;A0042;01.07.2025;27.07.2025;3746000;cash;;WBAE6HNKYLDED6EVR
S000777;L0004096;C003204;D007;V025;A0074;19.04.2025;31.05.2025;3007000;financing;;WBAU3AYKF252PDXBX
S002437;L0013181;C001631;D009;V029;A0091;03.12.2025;27.12.2025;3209000;cash;1360000;WBAATJJV5JURDZN2V
S000329;L0001874;C005583;D006;V008;A0063;20.04.2026;01.06.2026;3956000;cash;;WBA8GGGVW4TZ81X5F
S002327;L0012571;C003766;D008;V028;A0083;06.03.2026;14.03.2026;3814000;cash;;WBA2DAWH380GMTA2B
S001343;L0007244;C001756;D005;V034;A0051;23.01.2025;20.02.2025;6100000;bank_transfer;2250000;WBAWUZE5VWGNPPB5S
S000321;L0001833;C000897;D007;V028;A0073;08.11.2025;17.11.2025;3813000;bank_transfer;1260000;WBARWGCGJ00M399AS
S001620;L0008810;C003745;D005;V002;A0054;29.10.2024;03.12.2024;3830000;cash;1780000;WBASJMAZ97DU6X9N4
S001666;L0009060;C004260;D012;V001;A0121;10.11.2025;15.11.2025;3209000;financing;;WBAGW9ZXNZJ9RX2AU
S002540;L0013753;C003778;D002;V008;A0022;23.03.2026;23.04.2026;4066000;financing;780000;WBA5JPN5RWLW1CKFA
S000013;L0000047;C000473;D012;V019;A0124;29.06.2026;05.07.2026;4234000;financing;;WBA3DCNF325AA35XF
S000898;L0004720;C000825;D004;V029;A0044;15.09.2025;17.10.2025;3154000;cash;560000;WBAXHTS343GH1409R
S000172;L0000952;C005928;D006;V029;A0063;15.01.2025;25.02.2025;3300000;financing;;WBAAPVTY9DY0NKSXR
S001674;L0009100;C003679;D002;V011;A0022;25.06.2026;24.07.2026;5890000;cash;;WBA5DZZ265ZBJ09EY
S000261;L0001452;C004658;D004;V032;A0042;28.06.2025;10.08.2025;6027000;financing;;WBAN3MLEP0RTTU3L3
S002166;L0011761;C002115;D003;V021;A0031;04.07.2025;26.07.2025;7066000;cash;;WBANSGNXHAVP52WME
S000690;L0003733;C000847;D001;V005;A0011;21.07.2025;31.07.2025;6706000;financing;;WBA25HMZUUG3HCWYM
S000902;L0004727;C002579;D003;V005;A0032;14.02.2026;23.02.2026;6328000;financing;;WBAGWRAKEA3MC2UBY
S002516;L0013607;C005758;D008;V028;A0083;31.12.2025;11.02.2026;3749000;financing;;WBAPSVHXJDGAD2USW
S000259;L0001437;C000769;D006;V020;A0064;06.01.2026;13.01.2026;6049000;financing;;WBARW41EY7KH249DN
S000845;L0004431;C000843;D002;V026;A0024;27.08.2026;09.10.2026;2784000;bank_transfer;;WBA8TCUMSSA4MR679
S001892;L0010171;C005108;D003;V033;A0031;29.03.2025;03.04.2025;5020000;financing;;WBA9E6DS4L034BGE6
S002550;L0013804;C004750;D004;V030;A0041;12.04.2025;18.04.2025;11451000;bank_transfer;;WBA7A5TE13GDBBBXR
S000139;L0000800;C001103;D002;V033;A0024;22.05.2026;07.06.2026;5112000;financing;;WBA8HBPS29PWEWVS7
S001829;L0009754;C003764;D001;V014;A0014;13.12.2024;16.01.2025;11588000;financing;3570000;WBABW7GRD78XLFB62
S001574;L0008533;C004323;D014;V025;A0144;27.05.2026;14.06.2026;2959000;financing;960000;WBAZKBV4E552MJDR5
S000320;L0001824;C002237;D003;V029;A0031;26.06.2026;30.06.2026;3026000;financing;;WBARBRNLE7G97Y1T0
S000654;L0003518;C003691;D006;V029;A0063;26.05.2026;29.06.2026;3161000;bank_transfer;1560000;WBA12H6VK2Z70RVPM
S002661;L0014478;C002035;D002;V017;A0021;23.04.2026;19.05.2026;4008000;financing;;WBAM1K96W71FZ0EZ5
S000001;L0000004;C001156;D008;V024;A0082;24.04.2026;12.05.2026;2650000;cash;1110000;WBAD790UD4HM094HJ
S000559;L0002960;C000510;D010;V028;A0103;25.08.2026;03.09.2026;3909000;financing;1800000;WBA3W63DT6EW7TLN7
S000140;L0000801;C004165;D002;V017;A0023;30.01.2026;13.03.2026;3931000;cash;1540000;WBAGUG8VENP88VPGM
S000113;L0000639;C004987;D005;V034;A0052;22.12.2025;15.01.2026;5825000;bank_transfer;;WBAHP2R4D0WXD8G45
S000532;L0002845;C005376;D005;V018;A0051;12.07.2025;19.08.2025;4369000;cash;;WBABD58AJ0T8ME0TT
S000225;L0001236;C002597;D011;V002;A0113;20.10.2025;29.10.2025;3668000;cash;;WBA25BP8H5MMSEBBE
S000724;L0003872;C001831;D010;V020;A0102;11.12.2025;05.01.2026;6109000;cash;;WBAD5M9Y9BRJE1Y9G
S002612;L0014171;C004209;D006;V034;A0061;15.06.2026;27.06.2026;5588000;financing;;WBAXH3BLM5VZ31EU4
S002570;L0013925;C004060;D004;V027;A0041;11.08.2026;19.09.2026;3430000;cash;;WBA5C8YJLBFXXBSKJ
S002371;L0012839;C004273;D013;V032;A0133;24.03.2025;30.03.2025;5863000;financing;;WBAXWPX62UWCFTAFV
S001434;L0007748;C003506;D003;V019;A0034;03.02.2026;13.02.2026;4250000;financing;;WBAS6BWVAYCJU86LZ
S000326;L0001862;C004878;D008;V010;A0084;08.07.2026;31.07.2026;4390000;cash;900000;WBA8EK48BJVSDADS2
S002299;L0012445;C003600;D007;V014;A0071;01.11.2024;17.11.2024;11187000;cash;;WBATVBGDHP69BSGH2
S001324;L0007129;C002106;D014;V027;A0142;24.12.2025;24.01.2026;3588000;financing;;WBAG46CP2WGN33HRS
S002231;L0012059;C002866;D001;V025;A0014;23.04.2025;26.04.2025;2965000;financing;;WBABXAEJJTPA49PZ9
S001459;L0007923;C004485;D004;V028;A0043;10.05.2025;11.06.2025;3764000;bank_transfer;;WBAA2JZT8A93XNBBJ
S002720;L0014864;C000559;D007;V012;A0071;22.12.2025;04.02.2026;6698000;financing;;WBAF5KBCFKK5LJ5X7
S002492;L0013481;C000650;D006;V017;A0061;15.12.2025;29.12.2025;4060000;bank_transfer;;WBADV0C3EUCPCHVHD
S000715;L0003827;C002531;D004;V025;A0042;09.06.2026;19.06.2026;2790000;cash;;WBAK8KZCKN6CZLDDC
S000847;L0004439;C002756;D002;V035;A0022;28.07.2026;07.08.2026;7689000;cash;;WBA492XTC8SWS0YWV
S000194;L0001083;C001998;D005;V033;A0051;22.04.2026;01.06.2026;5216000;financing;;WBAT2V5Y7Y8X54H94
S001465;L0007936;C002259;D001;V026;A0014;06.07.2026;06.08.2026;2809000;financing;1340000;WBAYGCJFSSD4AFDDC
S000574;L0003019;C001451;D001;V008;A0014;07.01.2025;07.02.2025;4004000;cash;;WBACD4LHRA134NCTJ
