TEKLIF_NO;LEAD_ID;ARAC_KODU;BAYI_KODU;TEKLIF_TARIHI;LISTE_FIYATI;ISKONTO_ORANI;NET_FIYAT;FINANSMAN;GECERLILIK_TARIHI;TEKLIF_DURUMU
O003649;L0007653;V011;D013;01.05.2025;6400000;4,32;6123000;E;15.05.2025;rejected
O003650;L0007654;V021;D001;14.08.2026;7400000;2,66;7202000;E;28.08.2026;rejected
O003651;L0007657;V024;D002;07.07.2025;2650000;5,84;2495000;E;21.07.2025;accepted
O003652;L0007659;V002;D004;22.11.2025;3900000;9,83;3516000;E;06.12.2025;rejected
O003653;L0007661;V035;D003;12.03.2026;7900000;0,0;7900000;E;26.03.2026;rejected
O003654;L0007662;V026;D003;29.11.2025;2900000;4,46;2770000;H;13.12.2025;rejected
O003655;L0007665;V001;D003;29.06.2026;3450000;9,85;3110000;E;13.07.2026;rejected
O003656;L0007669;V028;D012;12.02.2026;4000000;3,27;3869000;E;26.02.2026;rejected
O003657;L0007670;V017;D001;26.01.2026;4100000;6,6;3829000;E;09.02.2026;rejected
O003658;L0007672;V010;D002;18.08.2025;4600000;1,33;4539000;H;01.09.2025;accepted
O003659;L0007673;V018;D005;26.09.2024;4700000;2,32;4590000;E;10.10.2024;accepted
O003660;L0007674;V004;D001;22.04.2026;5100000;1,51;5022000;H;06.05.2026;accepted
O003661;L0007675;V008;D002;15.12.2025;4200000;0,52;4178000;H;29.12.2025;accepted
O003662;L0007677;V025;D012;12.06.2026;3050000;6,38;2855000;H;26.06.2026;accepted
O003663;L0007679;V019;D004;21.10.2024;4500000;7,39;4167000;H;04.11.2024;rejected
O003664;L0007682;V010;D009;02.02.2026;4600000;8,0;4232000;E;16.02.2026;rejected
O003665;L0007683;V033;D013;20.12.2025;5400000;3,52;5209000;E;03.01.2026;rejected
O003666;L0007687;V033;D003;08.05.2026;5400000;10,03;4858000;E;22.05.2026;accepted
O003667;L0007690;V003;D003;05.08.2025;4650000;6,71;4338000;E;19.08.2025;accepted
O003668;L0007692;V018;D008;21.03.2026;4700000;4,33;4496000;H;04.04.2026;accepted
O003669;L0007696;V015;D006;19.09.2024;16800000;2,98;16299000;E;03.10.2024;accepted
O003670;L0007697;V026;D003;03.12.2024;2900000;3,68;2793000;E;17.12.2024;rejected
O003671;L0007698;V029;D014;25.11.2025;3300000;8,37;3023000;H;09.12.2025;accepted
O003672;L0007699;V017;D009;25.08.2026;4100000;5,57;3871000;E;08.09.2026;open
O003673;L0007704;V026;D001;25.10.2025;2900000;4,5;2769000;H;08.11.2025;accepted
O003674;L0007705;V001;D006;04.10.2025;3450000;3,93;3314000;E;18.10.2025;accepted
O003675;L0007707;V017;D004;12.12.2025;4100000;6,86;3818000;H;26.12.2025;rejected
O003676;L0007712;V037;D006;08.03.2025;17500000;0,57;17400000;H;22.03.2025;rejected
O003677;L0007713;V019;D004;30.06.2025;4500000;6,2;4220000;H;14.07.2025;rejected
O003678;L0007714;V026;D009;25.06.2025;2900000;3,38;2802000;E;09.07.2025;rejected
O003679;L0007715;V028;D003;24.06.2026;4000000;2,38;3904000;H;08.07.2026;accepted
O003680;L0007718;V017;D003;02.06.2025;4100000;6,11;3849000;E;16.06.2025;rejected
O003681;L0007720;V016;D005;27.02.2025;5300000;0,69;5263000;H;13.03.2025;accepted
O003682;L0007721;V020;D009;09.05.2026;6600000;2,41;6441000;E;23.05.2026;accepted
O003683;L0007722;V024;D007;23.03.2026;2650000;3,02;2569000;E;06.04.2026;accepted
O003684;L0007723;V034;D002;06.04.2026;6100000;7,29;5655000;H;20.04.2026;rejected
O003685;L0007726;V036;D001;22.01.2025;14200000;2,42;13855000;E;05.02.2025;rejected
O003686;L0007730;V026;D002;24.05.2025;2900000;2,55;2826000;H;07.06.2025;accepted
O003687;L0007731;V021;D006;13.06.2026;7400000;4,32;7080000;E;27.06.2026;accepted
O003688;L0007733;V027;D014;16.07.2025;3700000;1,49;3644000;E;30.07.2025;rejected
O003689;L0007735;V001;D004;10.01.2025;3450000;5,43;3262000;H;24.01.2025;rejected
O003690;L0007738;V002;D004;25.12.2025;3900000;6,91;3630000;H;08.01.2026;accepted
O003691;L0007740;V019;D001;24.03.2026;4500000;4,18;4311000;H;07.04.2026;accepted
O003692;L0007741;V025;D001;21.07.2026;3050000;5,3;2888000;E;04.08.2026;accepted
O003693;L0007743;V001;D009;12.06.2026;3450000;3,44;3331000;E;26.06.2026;rejected
O003694;L0007744;V027;D007;02.06.2025;3700000;4,02;3551000;H;16.06.2025;accepted
O003695;L0007745;V029;D014;15.05.2026;3300000;4,55;3149000;H;29.05.2026;accepted
O003696;L0007746;V025;D011;01.08.2025;3050000;7,83;2811000;H;15.08.2025;rejected
O003697;L0007748;V019;D003;29.01.2026;4500000;5,53;4250000;E;12.02.2026;accepted
O003698;L0007749;V026;D003;15.12.2025;2900000;3,3;2804000;H;29.12.2025;accepted
O003699;L0007750;V018;D002;09.06.2025;4700000;6,93;4374000;H;23.06.2025;accepted
O003700;L0007755;V020;D009;07.10.2025;6600000;5,13;6261000;H;21.10.2025;rejected
O003701;L0007756;V037;D005;27.03.2025;17500000;3,41;16903000;H;10.04.2025;rejected
O003702;L0007766;V017;D007;27.08.2026;4100000;1,99;4018000;H;10.09.2026;open
O003703;L0007768;V002;D013;26.11.2024;3900000;5,75;3675000;H;10.12.2024;rejected
O003704;L0007777;V024;D001;24.08.2026;2650000;8,02;2437000;E;07.09.2026;expired
O003705;L0007778;V010;D007;19.01.2026;4600000;1,82;4516000;E;02.02.2026;accepted
O003706;L0007781;V019;D001;29.05.2025;4500000;5,9;4234000;E;12.06.2025;accepted
O003707;L0007783;V009;D003;26.01.2026;4900000;6,64;4574000;H;09.02.2026;rejected
O003708;L0007785;V026;D003;04.09.2025;2900000;6,46;2712000;H;18.09.2025;rejected
O003709;L0007787;V010;D001;13.10.2025;4600000;4,25;4404000;E;27.10.2025;rejected
O003710;L0007788;V006;D010;15.05.2026;7800000;8,74;7118000;E;29.05.2026;accepted
O003711;L0007791;V014;D008;04.08.2026;12300000;7,87;11332000;E;18.08.2026;rejected
O003712;L0007796;V029;D002;11.08.2026;3300000;6,09;3098000;H;25.08.2026;rejected
O003713;L0007799;V017;D009;07.01.2025;4100000;7,22;3804000;E;21.01.2025;accepted
O003714;L0007804;V001;D005;17.02.2025;3450000;5,95;3244000;H;03.03.2025;accepted
O003715;L0007806;V019;D013;24.06.2026;4500000;0,93;4458000;E;08.07.2026;accepted
O003716;L0007807;V020;D010;21.10.2024;6600000;9,31;5985000;E;04.11.2024;rejected
O003717;L0007812;V028;D002;06.07.2026;4000000;6,57;3737000;H;20.07.2026;accepted
O003718;L0007815;V035;D005;12.12.2025;7900000;5,8;7441000;H;26.12.2025;rejected
O003719;L0007817;V026;D013;09.04.2026;2900000;4,95;2756000;H;23.04.2026;accepted
O003720;L0007821;V027;D001;04.11.2025;3700000;8,8;3374000;E;18.11.2025;rejected
O003721;L0007824;V011;D007;14.05.2026;6400000;4,28;6126000;H;28.05.2026;rejected
O003722;L0007825;V017;D002;06.08.2025;4100000;4,7;3907000;E;20.08.2025;rejected
O003723;L0007827;V025;D008;04.09.2025;3050000;6,28;2858000;E;18.09.2025;rejected
O003724;L0007828;V029;D005;03.02.2026;3300000;3,97;3168000;H;17.02.2026;accepted
O003725;L0007829;V009;D003;06.11.2024;4900000;2,82;4761000;E;20.11.2024;accepted
O003726;L0007831;V031;D014;15.06.2026;10800000;1,04;10687000;E;29.06.2026;rejected
O003727;L0007834;V027;D003;08.06.2026;3700000;5,04;3513000;E;22.06.2026;rejected
O003728;L0007835;V025;D008;06.03.2026;3050000;8,18;2800000;E;20.03.2026;rejected
O003729;L0007836;V028;D007;27.04.2026;4000000;4,22;3831000;H;11.05.2026;rejected
O003730;L0007840;V019;D004;14.04.2025;4500000;3,22;4355000;E;28.04.2025;rejected
O003731;L0007841;V010;D011;18.08.2025;4600000;5,26;4358000;E;01.09.2025;rejected
O003732;L0007842;V008;D005;21.07.2025;4200000;4,55;4008000;H;04.08.2025;rejected
O003733;L0007843;V024;D010;05.12.2024;2650000;3,53;2556000;E;19.12.2024;rejected
O003734;L0007845;V003;D005;17.07.2025;4650000;7,97;4279000;E;31.07.2025;rejected
O003735;L0007846;V017;D007;20.08.2026;4100000;4,8;3903000;E;03.09.2026;accepted
O003736;L0007847;V005;D013;28.02.2025;6900000;5,79;6500000;H;14.03.2025;rejected
O003737;L0007848;V038;D003;06.02.2026;22000000;2,75;21395000;H;20.02.2026;accepted
O003738;L0007851;V028;D004;14.07.2026;4000000;9,42;3623000;H;28.07.2026;accepted
O003739;L0007858;V008;D009;27.04.2026;4200000;6,53;3925000;H;11.05.2026;rejected
O003740;L0007860;V017;D009;06.01.2026;4100000;4,82;3902000;E;20.01.2026;accepted
O003741;L0007861;V001;D001;22.10.2024;3450000;6,84;3214000;H;05.11.2024;rejected
O003742;L0007862;V019;D001;13.11.2025;4500000;1,99;4410000;E;27.11.2025;accepted
O003743;L0007865;V027;D003;30.06.2025;3700000;6,34;3465000;E;14.07.2025;accepted
O003744;L0007868;V011;D005;03.12.2025;6400000;5,78;6030000;H;17.12.2025;rejected
O003745;L0007870;V011;D001;06.08.2025;6400000;4,75;6095000;H;20.08.2025;accepted
O003746;L0007874;V009;D003;11.02.2025;4900000;0,0;4900000;H;25.02.2025;rejected
O003747;L0007882;V031;D003;18.12.2025;10800000;5,62;10192000;H;01.01.2026;rejected
O003748;L0007883;V003;D003;17.08.2026;4650000;4,72;4430000;E;31.08.2026;rejected
O003749;L0007885;V011;D008;23.03.2026;6400000;2,65;6230000;H;06.04.2026;rejected
O003750;L0007894;V026;D009;02.01.2026;2900000;5,21;2748000;H;16.01.2026;rejected
O003751;L0007895;V023;D003;18.04.2025;15900000;7,12;14768000;H;02.05.2025;rejected
O003752;L0007900;V016;D010;03.11.2025;5300000;5,03;5033000;E;17.11.2025;accepted
O003753;L0007903;V011;D011;06.02.2025;6400000;5,35;6057000;E;20.02.2025;rejected
O003754;L0007906;V020;D007;07.07.2025;6600000;2,23;6452000;E;21.07.2025;rejected
O003755;L0007908;V029;D009;20.05.2025;3300000;5,49;3118000;E;03.06.2025;rejected
O003756;L0007910;V008;D003;01.06.2026;4200000;2,41;4098000;H;15.06.2026;accepted
O003757;L0007912;V008;D002;30.12.2024;4200000;5,31;3976000;E;13.01.2025;accepted
O003758;L0007916;V033;D007;04.06.2026;5400000;7,35;5003000;H;18.06.2026;accepted
O003759;L0007917;V001;D006;28.03.2026;3450000;3,77;3320000;H;11.04.2026;rejected
O003760;L0007919;V027;D014;27.12.2025;3700000;2,19;3618000;H;10.01.2026;rejected
O003761;L0007922;V002;D008;23.12.2024;3900000;8,19;3580000;H;06.01.2025;accepted
O003762;L0007923;V028;D004;01.05.2025;4000000;5,88;3764000;H;15.05.2025;accepted
O003763;L0007924;V012;D009;01.09.2025;7100000;6,82;6615000;H;15.09.2025;rejected
O003764;L0007926;V032;D002;16.04.2026;6200000;6,93;5770000;E;30.04.2026;accepted
O003765;L0007927;V020;D001;12.05.2025;6600000;2,5;6435000;E;26.05.2025;accepted
O003766;L0007928;V028;D002;28.03.2025;4000000;1,88;3924000;E;11.04.2025;rejected
O003767;L0007929;V010;D007;04.05.2026;4600000;5,87;4330000;H;18.05.2026;accepted
O003768;L0007930;V005;D001;30.12.2024;6900000;7,54;6379000;H;13.01.2025;accepted
O003769;L0007933;V008;D012;26.02.2025;4200000;0,0;4200000;E;12.03.2025;rejected
O003770;L0007934;V034;D001;28.01.2026;6100000;2,76;5931000;H;11.02.2026;accepted
O003771;L0007936;V026;D001;19.06.2026;2900000;3,11;2809000;E;03.07.2026;accepted
O003772;L0007939;V021;D007;04.12.2024;7400000;2,36;7225000;E;18.12.2024;rejected
O003773;L0007943;V029;D008;04.04.2025;3300000;6,19;3095000;H;18.04.2025;rejected
O003774;L0007944;V002;D006;13.05.2025;3900000;3,45;3765000;E;27.05.2025;accepted
O003775;L0007946;V025;D010;18.10.2025;3050000;6,27;2858000;E;01.11.2025;rejected
O003776;L0007947;V007;D011;21.02.2025;14500000;3,95;13926000;H;07.03.2025;rejected
O003777;L0007949;V005;D001;25.08.2026;6900000;5,62;6512000;H;08.09.2026;rejected
O003778;L0007950;V027;D001;18.03.2025;3700000;8,77;3375000;H;01.04.2025;accepted
O003779;L0007952;V022;D007;28.03.2026;9800000;2,62;9543000;E;11.04.2026;rejected
O003780;L0007953;V027;D001;20.05.2026;3700000;7,36;3427000;H;03.06.2026;rejected
O003781;L0007955;V017;D010;12.11.2025;4100000;2,7;3989000;H;26.11.2025;accepted
O003782;L0007956;V008;D002;19.01.2026;4200000;3,49;4053000;E;02.02.2026;rejected
O003783;L0007959;V026;D003;27.03.2026;2900000;3,99;2784000;H;10.04.2026;accepted
O003784;L0007960;V011;D004;29.08.2026;6400000;4,63;;E;12.09.2026;open
O003785;L0007961;V010;D002;29.01.2026;4600000;4,76;4380000;E;12.02.2026;accepted
O003786;L0007964;V035;D004;12.11.2025;7900000;4,96;7507000;E;26.11.2025;accepted
O003787;L0007965;V008;D002;15.01.2026;4200000;4,24;4021000;E;29.01.2026;rejected
O003788;L0007966;V022;D001;03.05.2025;9800000;7,78;9037000;E;17.05.2025;rejected
O003789;L0007967;V032;D004;13.12.2025;6200000;6,05;5824000;E;27.12.2025;accepted
O003790;L0007968;V005;D010;16.08.2025;6900000;7,02;6415000;E;30.08.2025;rejected
O003791;L0007970;V012;D002;25.05.2026;7100000;4,42;6785000;E;08.06.2026;rejected
O003792;L0007971;V018;D012;16.03.2026;4700000;7,91;4328000;E;30.03.2026;rejected
O003793;L0007972;V029;D005;23.02.2026;3300000;3,53;3183000;E;09.03.2026;accepted
O003794;L0007974;V008;D008;08.05.2026;4200000;4,08;4028000;E;22.05.2026;rejected
O003795;L0007976;V009;D002;26.07.2025;4900000;0,0;4900000;E;09.08.2025;rejected
O003796;L0007977;V035;D009;04.02.2026;7900000;5,18;7490000;H;18.02.2026;rejected
O003797;L0007979;V014;D007;12.12.2025;12300000;1,4;12127000;H;26.12.2025;rejected
O003798;L0007982;V033;D005;04.06.2026;5400000;4,56;5153000;E;18.06.2026;rejected
O003799;L0007983;V016;D006;08.10.2025;5300000;6,16;4973000;H;22.10.2025;accepted
O003800;L0007984;V036;D003;12.03.2026;14200000;2,41;13857000;H;26.03.2026;accepted
O003801;L0007985;V019;D002;16.04.2026;4500000;5,94;4232000;H;30.04.2026;rejected
O003802;L0007987;V018;D010;13.04.2026;4700000;7,75;4335000;E;27.04.2026;accepted
O003803;L0007989;V035;D001;23.02.2026;7900000;6,77;7365000;H;09.03.2026;rejected
O003804;L0007992;V003;D011;05.12.2025;4650000;6,99;4325000;H;19.12.2025;rejected
O003805;L0007994;V026;D006;02.07.2026;2900000;2,37;2831000;H;16.07.2026;rejected
O003806;L0007997;V024;D003;11.05.2026;2650000;7,43;2453000;E;25.05.2026;rejected
O003807;L0007998;V002;D004;10.08.2026;3900000;3,98;3744000;E;24.08.2026;accepted
O003808;L0008002;V004;D005;16.11.2024;5100000;5,55;4816000;E;30.11.2024;accepted
O003809;L0008004;V002;D001;05.06.2025;3900000;5,28;3694000;H;19.06.2025;rejected
O003810;L0008006;V025;D012;02.05.2026;3050000;1,15;3014000;E;16.05.2026;rejected
O003811;L0008009;V033;D001;22.12.2025;5400000;6,02;5075000;E;05.01.2026;accepted
O003812;L0008010;V002;D004;01.07.2025;3900000;6,79;3635000;H;15.07.2025;accepted
O003813;L0008011;V004;D007;31.03.2026;5100000;5,86;4800000;E;14.04.2026;accepted
O003814;L0008012;V029;D011;03.01.2026;3300000;5,26;3126000;E;17.01.2026;accepted
O003815;L0008013;V007;D002;19.11.2024;14500000;3,46;13998000;H;03.12.2024;rejected
O003816;L0008014;V033;D001;11.05.2026;5400000;4,68;5147000;H;25.05.2026;rejected
O003817;L0008015;V011;D008;29.08.2026;6400000;6,55;5980000;E;12.09.2026;open
O003818;L0008016;V017;D001;24.04.2025;4100000;8,02;3770000;H;08.05.2025;rejected
O003819;L0008018;V031;D001;16.10.2024;10800000;3,24;10450000;H;30.10.2024;rejected
O003820;L0008019;V022;D005;23.02.2026;9800000;3,39;9467000;H;09.03.2026;rejected
O003821;L0008020;V003;D009;11.06.2026;4650000;5,48;4395000;H;25.06.2026;accepted
O003822;L0008031;V020;D007;10.07.2026;6600000;1,51;6500000;H;24.07.2026;rejected
O003823;L0008033;V008;D002;25.05.2026;4200000;9,46;3802000;E;08.06.2026;rejected
O003824;L0008035;V006;D013;23.02.2026;7800000;9,49;7059000;H;09.03.2026;rejected
O003825;L0008038;V032;D003;20.10.2025;6200000;0,57;6164000;E;03.11.2025;rejected
O003826;L0008039;V002;D001;19.01.2026;3900000;0,0;3900000;H;02.02.2026;rejected
O003827;L0008045;V016;D012;21.04.2025;5300000;0,0;5300000;E;05.05.2025;rejected
O003828;L0008050;V014;D001;25.05.2026;12300000;5,76;11590000;E;08.06.2026;rejected
O003829;L0008051;V016;D002;02.03.2026;5300000;2,47;5168000;H;16.03.2026;accepted
O003830;L0008052;V025;D001;05.01.2026;3050000;5,97;2868000;H;19.01.2026;accepted
O003831;L0008053;V028;D002;21.05.2026;4000000;7,04;3718000;H;04.06.2026;rejected
O003832;L0008054;V024;D001;22.10.2024;2650000;9,08;2409000;H;05.11.2024;accepted
O003833;L0008057;V017;D001;25.08.2026;4100000;0,11;4095000;E;08.09.2026;open
O003834;L0008059;V031;D002;07.05.2025;10800000;4,24;10341000;H;21.05.2025;rejected
O003835;L0008062;V028;D004;19.09.2025;4000000;4,95;3802000;H;03.10.2025;rejected
O003836;L0008063;V012;D001;11.02.2026;7100000;5,88;6682000;H;25.02.2026;rejected
O003837;L0008067;V034;D010;27.11.2025;6100000;3,65;5877000;E;11.12.2025;rejected
O003838;L0008069;V013;D003;19.07.2025;11200000;5,49;10585000;H;02.08.2025;accepted
O003839;L0008070;V019;D006;31.03.2026;4500000;5,84;4237000;H;14.04.2026;rejected
O003840;L0008072;V013;D005;13.07.2026;11200000;10,0;10080000;H;27.07.2026;rejected
O003841;L0008073;V028;D003;09.03.2026;4000000;5,44;3782000;H;23.03.2026;rejected
O003842;L0008075;V024;D003;23.06.2025;2650000;7,23;2458000;E;07.07.2025;accepted
O003843;L0008076;V025;D001;08.09.2025;3050000;0,0;3050000;E;22.09.2025;rejected
O003844;L0008080;V009;D005;19.07.2025;4900000;4,16;4696000;E;02.08.2025;accepted
O003845;L0008083;V016;D006;01.01.2026;5300000;6,18;4972000;H;15.01.2026;accepted
O003846;L0008084;V036;D006;30.12.2024;14200000;0,75;14093000;H;13.01.2025;rejected
O003847;L0008086;V029;D014;05.08.2025;3300000;2,78;3208000;H;19.08.2025;rejected
O003848;L0008087;V022;D002;09.04.2025;9800000;3,59;9447000;E;23.04.2025;accepted
O003849;L0008088;V024;D009;03.10.2024;2650000;3,05;2569000;H;17.10.2024;rejected
O003850;L0008090;V014;D006;18.08.2025;12300000;5,09;11673000;H;01.09.2025;accepted
O003851;L0008092;V009;D002;09.04.2026;4900000;5,53;4629000;H;23.04.2026;rejected
O003852;L0008094;V029;D007;21.04.2026;3300000;3,91;3171000;E;05.05.2026;accepted
O003853;L0008096;V034;D002;23.01.2026;6100000;0,91;6044000;H;06.02.2026;rejected
O003854;L0008098;V003;D009;20.08.2025;4650000;4,67;4432000;H;03.09.2025;rejected
O003855;L0008099;V001;D009;19.05.2025;3450000;1,62;3394000;H;02.06.2025;rejected
O003856;L0008101;V017;D003;10.08.2026;4100000;99,0;3916000;E;24.08.2026;accepted
O003857;L0008103;V037;D013;21.07.2026;17500000;5,73;16497000;E;04.08.2026;rejected
O003858;L0008106;V012;D001;03.02.2026;7100000;6,48;6639000;E;17.02.2026;rejected
O003859;L0008107;V008;D008;16.06.2026;4200000;5,07;3986000;E;30.06.2026;accepted
O003860;L0008109;V036;D002;13.04.2026;14200000;4,93;13500000;H;27.04.2026;accepted
O003861;L0008110;V001;D013;29.04.2025;3450000;2,07;3378000;E;13.05.2025;accepted
O003862;L0008111;V026;D002;02.12.2024;2900000;3,99;2784000;H;16.12.2024;accepted
O003863;L0008113;V009;D012;01.09.2025;4900000;6,5;4581000;H;15.09.2025;rejected
O003864;L0008114;V027;D009;09.06.2025;3700000;6,19;3470000;E;23.06.2025;accepted
O003865;L0008115;V027;D001;28.10.2025;3700000;2,3;3614000;E;11.11.2025;accepted
O003866;L0008116;V030;D001;16.01.2026;11900000;3,66;11464000;E;30.01.2026;rejected
O003867;L0008117;V001;D001;08.09.2025;3450000;0,99;3415000;H;22.09.2025;rejected
O003868;L0008120;V009;D001;17.12.2025;4900000;6,11;4600000;H;31.12.2025;rejected
O003869;L0008125;V009;D011;19.02.2026;4900000;6,81;4566000;E;05.03.2026;accepted
O003870;L0008126;V018;D007;18.03.2025;4700000;6,26;4405000;H;01.04.2025;rejected
O003871;L0008128;V020;D001;27.06.2026;6600000;4,4;6309000;H;11.07.2026;rejected
O003872;L0008129;V023;D002;14.08.2026;15900000;4,09;15249000;H;28.08.2026;open
O003873;L0008132;V020;D008;31.03.2026;6600000;3,57;6364000;E;14.04.2026;rejected
O003874;L0008134;V011;D005;25.11.2024;6400000;5,05;6076000;H;09.12.2024;rejected
O003875;L0008135;V024;D007;07.07.2025;2650000;1,07;2621000;H;21.07.2025;rejected
O003876;L0008136;V026;D014;18.03.2025;2900000;1,57;2854000;H;01.04.2025;accepted
O003877;L0008138;V017;D001;11.07.2026;4100000;4,93;3897000;H;25.07.2026;rejected
O003878;L0008139;V025;D004;03.12.2025;3050000;1,36;3008000;H;17.12.2025;rejected
O003879;L0008141;V032;D006;06.04.2026;6200000;3,78;5965000;E;20.04.2026;accepted
O003880;L0008142;V025;D003;11.09.2025;3050000;6,11;2863000;H;25.09.2025;accepted
O003881;L0008143;V021;D010;29.07.2025;7400000;2,05;7248000;E;12.08.2025;accepted
O003882;L0008144;V036;D002;28.05.2025;14200000;0,54;14123000;H;11.06.2025;rejected
O003883;L0008152;V013;D011;03.02.2026;11200000;7,62;10346000;E;17.02.2026;rejected
O003884;L0008155;V017;D002;24.01.2026;4100000;4,14;3930000;E;07.02.2026;rejected
O003885;L0008157;V026;D013;03.08.2026;2900000;3,86;2788000;E;17.08.2026;rejected
O003886;L0008158;V009;D009;03.12.2024;4900000;4,15;4696000;H;17.12.2024;accepted
O003887;L0008159;V034;D002;06.03.2026;6100000;4,28;5839000;E;20.03.2026;rejected
O003888;L0008160;V028;D005;17.05.2025;4000000;1,28;3948000;H;31.05.2025;accepted
O003889;L0008163;V026;D004;18.08.2025;2900000;4,87;2758000;H;01.09.2025;rejected
O003890;L0008165;V009;D007;24.03.2025;4900000;5,77;4617000;H;07.04.2025;accepted
O003891;L0008166;V022;D003;20.08.2025;9800000;2,05;9599000;E;03.09.2025;accepted
O003892;L0008169;V034;D009;11.10.2025;6100000;4,96;5797000;H;25.10.2025;rejected
O003893;L0008170;V005;D009;19.01.2026;6900000;1,99;6762000;E;02.02.2026;rejected
O003894;L0008171;V012;D008;16.09.2025;7100000;3,35;6861000;E;30.09.2025;accepted
O003895;L0008173;V026;D005;24.07.2026;2900000;5,9;2728000;E;07.08.2026;rejected
O003896;L0008175;V035;D003;07.03.2026;7900000;5,42;7471000;E;21.03.2026;rejected
O003897;L0008177;V019;D006;27.08.2025;4500000;5,46;4254000;H;10.09.2025;accepted
O003898;L0008178;V017;D010;22.05.2026;4100000;2,63;3992000;H;05.06.2026;rejected
O003899;L0008179;V026;D004;05.02.2025;2900000;6,92;2699000;H;19.02.2025;accepted
O003900;L0008180;V011;D010;02.03.2026;6400000;1,38;6311000;H;16.03.2026;rejected
O003901;L0008182;V038;D005;08.06.2026;22000000;5,55;20779000;H;22.06.2026;rejected
O003902;L0008184;V020;D009;28.05.2026;6600000;1,44;6505000;H;11.06.2026;rejected
O003903;L0008188;V004;D008;02.01.2025;5100000;3,76;4908000;H;16.01.2025;rejected
O003904;L0008190;V018;D006;05.05.2025;4700000;5,82;4426000;H;19.05.2025;rejected
O003905;L0008191;V010;D003;31.12.2025;4600000;4,87;4375000;H;14.01.2026;rejected
O003906;L0008192;V029;D007;16.12.2024;3300000;0,25;3291000;E;30.12.2024;rejected
O003907;L0008195;V028;D012;13.04.2026;4000000;0,0;4000000;E;27.04.2026;rejected
O003908;L0008198;V020;D001;26.01.2026;6600000;6,46;6173000;E;09.02.2026;rejected
O003909;L0008201;V026;D005;23.05.2026;2900000;6,2;2720000;E;06.06.2026;rejected
